politician,politicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q75246,Q75246,κομμουνισμός,Γερμανία,1899-04-02T00:00:00Z,1961-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q75246,Q75246,κομμουνισμός,Q289874,1899-04-02T00:00:00Z,1961-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q75742,Q75742,"πολιτική, δίκαιο",Q2380101,1623-01-01T00:00:00Z,1686-07-17T00:00:00Z,
http://www.wikidata.org/entity/Q75872,Q75872,"πολιτική, Δασολογία",Q504768,1870-01-04T00:00:00Z,1941-08-26T00:00:00Z,
http://www.wikidata.org/entity/Q75935,Q75935,"πολιτική, λογοτεχνία",Πόουτσιν-Ζντρούι,1884-11-13T00:00:00Z,1950-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q75971,Q75971,πολιτική,Q23787861,1881-08-04T00:00:00Z,1958-06-03T00:00:00Z,
http://www.wikidata.org/entity/Q76030,Q76030,πολιτική,Σρόντα Σλόνσκα,1857-01-01T00:00:00Z,1940-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q76341,"Ιωσήφ Κλήμης της Βαυαρίας, αρχιεπίσκοπος","πολιτική, εκκλησιαστική ιεραρχία",Μόναχο,1671-12-05T00:00:00Z,1723-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q76432,Ρούντολφ Βίρχο,"κυτταρική βιολογία, ιατρική",Σβίντβιν,1821-10-13T00:00:00Z,1902-09-05T00:00:00Z,
http://www.wikidata.org/entity/Q76508,Εμμανουήλ Φιλιβέρτος της Σαβοΐας,"πολιτική, αρχιτεκτονική, κυβέρνηση",Σαμπερί,1528-07-18T00:00:00Z,1580-09-09T00:00:00Z,
http://www.wikidata.org/entity/Q88427,Q88427,"ιστορία, φιλοσοφία, κοινωνιολογία, Οικονομική ιστορία, οικονομία",Γερμανία,1904-09-17T00:00:00Z,1997-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q88427,Q88427,"ιστορία, φιλοσοφία, κοινωνιολογία, Οικονομική ιστορία, οικονομία",Έλμπερφελντ,1904-09-17T00:00:00Z,1997-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q88738,Q88738,"ιστορία, Αστικά και πολιτικά δικαιώματα",Ρόστοκ,1953-01-26T00:00:00Z,,
http://www.wikidata.org/entity/Q88914,Q88914,"ιστορία, πολιτική, Εκκλησιαστικό Δίκαιο",Πράγα,1820-11-03T00:00:00Z,1910-03-16T00:00:00Z,
http://www.wikidata.org/entity/Q90195,Q90195,ιστορία,Q583485,1801-12-08T00:00:00Z,1891-12-10T00:00:00Z,
http://www.wikidata.org/entity/Q91338,Q91338,ιστορία,Βιλιάντι,1841-06-19T00:00:00Z,1904-01-20T00:00:00Z,
http://www.wikidata.org/entity/Q91389,Q91389,"ιστορία, πολιτική, εκδοτικός οίκος",Άουγκσμπουργκ,1558-06-30T00:00:00Z,1614-06-23T00:00:00Z,
http://www.wikidata.org/entity/Q91582,Q91582,"ιστορία, Μεταρρύθμιση (θρησκεία), ουμανισμός, Ιστορία του Χριστιανισμού",Βύρτσμπουργκ,1819-03-12T00:00:00Z,1903-02-10T00:00:00Z,
http://www.wikidata.org/entity/Q91903,Q91903,"Ιδιωτικό Δίκαιο, νομική, δίκαιο, Αστικό Δίκαιο",Q541705,1823-04-11T00:00:00Z,1891-12-23T00:00:00Z,
http://www.wikidata.org/entity/Q91973,Q91973,κλασική μουσική,Σβέμπις Χαλ,1933-01-29T00:00:00Z,2015-07-26T00:00:00Z,
http://www.wikidata.org/entity/Q96805,Q96805,νομική,Βύρτσμπουργκ,1794-03-15T00:00:00Z,1857-05-08T00:00:00Z,
http://www.wikidata.org/entity/Q123225,Άλμπρεχτ φον Χάλερ,"ανατομία, φυσιολογία",Βέρνη,1708-10-16T00:00:00Z,1777-12-12T00:00:00Z,
http://www.wikidata.org/entity/Q123412,Q123412,"πεζός λόγος, πολιτική",Πότσδαμ,1926-02-15T00:00:00Z,2018-04-17T00:00:00Z,
http://www.wikidata.org/entity/Q123987,Q123987,διπλωματία,Νεγί-συρ-Σεν,1933-01-17T00:00:00Z,2003-05-12T00:00:00Z,
http://www.wikidata.org/entity/Q125133,Βίκτορ Χάρα,"ποίηση, τέχνες του θεάματος, σύνθεση",Q187824,1932-09-28T00:00:00Z,1973-09-14T00:00:00Z,
http://www.wikidata.org/entity/Q125133,Βίκτορ Χάρα,"ποίηση, τέχνες του θεάματος, σύνθεση",Q187824,1932-09-28T00:00:00Z,1973-09-16T00:00:00Z,
http://www.wikidata.org/entity/Q125724,Q125724,"γεωλογία, χημεία, γεωβοτανική",Ζυρίχη,1876-07-18T00:00:00Z,1960-06-24T00:00:00Z,
http://www.wikidata.org/entity/Q127688,Γιόχαν Βίλχελμ Σνέλμαν,"Φινλανδικά, φινλανδικές παροιμίες",Στοκχόλμη,1806-05-12T00:00:00Z,1881-07-04T00:00:00Z,
http://www.wikidata.org/entity/Q130327,Q130327,βοτανική,Τζαμάικα,1781-07-05T00:00:00Z,1826-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q130327,Q130327,βοτανική,Τζαμάικα,1781-07-06T00:00:00Z,1826-07-05T00:00:00Z,
http://www.wikidata.org/entity/Q131660,Ντομινίκ ντε Βιλπέν,"διπλωματία, πολιτική",Χεμισέτ,1953-11-14T00:00:00Z,,"Γάλλος διπλωμάτης και πολιτικός, πρώην Πρωθυπουργός της Γαλλίας"
http://www.wikidata.org/entity/Q44481,Πιέρ Σιμόν Λαπλάς,"αστρονομία, μαθηματικά, Μαθηματική ανάλυση, μηχανική, ουράνια μηχανική, Θεωρία πιθανοτήτων",Μπωμόν-αν-Ωζ,1749-03-23T00:00:00Z,1827-03-05T00:00:00Z,"Γάλλος μαθηματικός, αστρονόμος και φιλόσοφος"
http://www.wikidata.org/entity/Q45124,Q45124,"επιστήμη, ποίηση, πολιτική, λογοτεχνία, δράμα",Κοκάντ (Κοκάνδη),1889-03-06T00:00:00Z,1929-03-18T00:00:00Z,
http://www.wikidata.org/entity/Q45392,Q45392,"ποίηση, μουσική, πολιτική, εικαστικές τέχνες, πιανιστική ερμηνεία",Βιέννη,1930-02-12T00:00:00Z,,
http://www.wikidata.org/entity/Q46739,Οκτάβιο Πας,"ποίηση, δοκίμιο",Πόλη του Μεξικού,1914-03-31T00:00:00Z,1998-04-19T00:00:00Z,
http://www.wikidata.org/entity/Q50678,Τζον Ντραμάνι Μαχάμα,νομική,Γκάνα,1958-11-29T00:00:00Z,,
http://www.wikidata.org/entity/Q51008,Τζον Άτα Μιλς,νομική,Q995439,1944-07-21T00:00:00Z,2012-07-24T00:00:00Z,
http://www.wikidata.org/entity/Q57428,Γεώργιος Ε΄ του Αννόβερου,"μουσική, Διακυβέρνηση",Βερολίνο,1819-05-27T00:00:00Z,1878-06-12T00:00:00Z,Βασιλιάς του Αννόβερου
http://www.wikidata.org/entity/Q57590,Μικόλα Αζάροβ,"γεωλογία, πολιτική",Καλούγκα,1947-12-17T00:00:00Z,,Ουκρανός πολιτικός
http://www.wikidata.org/entity/Q57611,Γιάντρανκα Κόσορ,"ποίηση, πολιτική, δημοσιογραφία",Πάκρατς,1953-07-01T00:00:00Z,,
http://www.wikidata.org/entity/Q57621,Γουλιέλμος της Πρωσίας,Α΄ Παγκόσμιος Πόλεμος,Πότσδαμ,1882-05-06T00:00:00Z,1951-07-20T00:00:00Z,
http://www.wikidata.org/entity/Q57746,Q57746,"ποίηση, πολιτική, οικονομικά",Μπαρ,1976-06-14T00:00:00Z,,
http://www.wikidata.org/entity/Q58020,Φρειδερίκος Χριστιανός της Σαξονίας (1722-1763),"μουσική, πολιτική, ανθρωπιστικές επιστήμες",Δρέσδη,1722-09-05T00:00:00Z,1763-12-17T00:00:00Z,
http://www.wikidata.org/entity/Q60131,Q60131,ναζιστική προπαγάνδα,Μόναχο,1891-11-24T00:00:00Z,1957-03-30T00:00:00Z,
http://www.wikidata.org/entity/Q60131,Q60131,ναζιστική προπαγάνδα,Μόναχο,1891-11-24T00:00:00Z,1957-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q61412,Ελέανορ Μαρξ,μεταφραστής λογοτεχνίας,Σόχο,1855-01-16T00:00:00Z,1898-03-31T00:00:00Z,
http://www.wikidata.org/entity/Q61863,Ούλριχ φον Βιλάμοβιτς-Μέλεντορφ,κλασικισμός,Q955570,1848-12-22T00:00:00Z,1931-09-25T00:00:00Z,ελληνιστής κλασικός φιλόλογος και μεταφραστής
http://www.wikidata.org/entity/Q89619,Q89619,"διπλωματία, πολιτική",Ντάρμστατ,1812-01-14T00:00:00Z,1872-08-06T00:00:00Z,
http://www.wikidata.org/entity/Q89912,Q89912,"διπλωματία, πολιτική, δίκαιο",Σβάινφουρτ,1400-01-01T00:00:00Z,1472-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q90174,Q90174,"Β΄ Παγκόσμιος Πόλεμος, Ολοκαύτωμα",Ζίγκεν,1893-11-14T00:00:00Z,1945-05-01T00:00:00Z,
http://www.wikidata.org/entity/Q90253,Q90253,"ποίηση, πολιτική, δίκαιο, δημοσιογραφία γνώμης, δημόσια υπηρεσία",Στουτγκάρδη,1857-02-08T00:00:00Z,1922-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q90289,Q90289,κομμουνισμός,Βερολίνο,1888-10-30T00:00:00Z,1942-03-17T00:00:00Z,
http://www.wikidata.org/entity/Q123557,Q123557,βιοχημεία,Q66557,1877-03-09T00:00:00Z,1950-08-05T00:00:00Z,
http://www.wikidata.org/entity/Q125488,Q125488,γενετική,Βερολίνο,1902-03-07T00:00:00Z,1989-05-14T00:00:00Z,
http://www.wikidata.org/entity/Q128494,Q128494,"κομμουνισμός, φιλοσοφία",Q149233,1868-01-01T00:00:00Z,1946-02-05T00:00:00Z,
http://www.wikidata.org/entity/Q128759,Στανισλάο Κανιτζάρο,χημεία,Παλέρμο,1826-07-13T00:00:00Z,1910-05-10T00:00:00Z,
http://www.wikidata.org/entity/Q130567,Q130567,"πανεπιστήμιο, Εκπαίδευση ενηλίκων",Νταντί,1902-01-01T00:00:00Z,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q130567,Q130567,"πανεπιστήμιο, Εκπαίδευση ενηλίκων",Νταντί,1902-05-27T00:00:00Z,1986-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q130567,Q130567,"πανεπιστήμιο, Εκπαίδευση ενηλίκων",Νταντί,1902-01-01T00:00:00Z,1986-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q130567,Q130567,"πανεπιστήμιο, Εκπαίδευση ενηλίκων",Νταντί,1902-05-27T00:00:00Z,1986-03-14T00:00:00Z,
http://www.wikidata.org/entity/Q43958,Ελ Σιντ,πολιτική,Q2715470,http://www.wikidata.org/.well-known/genid/1116660292e9bf6f8cb344f1a0f2f47d,1099-01-01T00:00:00Z,Εθνικός ήρωας της Ισπανίας
http://www.wikidata.org/entity/Q44319,Μαξιμιλιανός Α΄ Ιωσήφ της Βαυαρίας,"πολιτική, Διακυβέρνηση",Σβέτσινγκεν,1756-05-27T00:00:00Z,1825-10-13T00:00:00Z,
http://www.wikidata.org/entity/Q44332,Κεμάλ Κιλιτσντάρογλου,"πολιτική, πολιτικός",Ναζιμιέ,1948-12-17T00:00:00Z,,"Τούρκος πολιτικός, υποψήφιος πρόεδρος της Τουρκίας"
http://www.wikidata.org/entity/Q44530,Μαξιμιλιανός Β΄ της Βαυαρίας,"πολιτική, Διακυβέρνηση",Μόναχο,1811-11-28T00:00:00Z,1864-03-10T00:00:00Z,
http://www.wikidata.org/entity/Q45380,Τζον Λιούις,"πολιτική, ακτιβισμός, Αστικά και πολιτικά δικαιώματα",Τρόι,1940-02-21T00:00:00Z,2020-07-17T00:00:00Z,
http://www.wikidata.org/entity/Q45476,Q45476,"πολιτική, δημοσιογραφία γνώμης, δημόσια υπηρεσία",Q6551397,1729-01-04T00:00:00Z,1812-03-04T00:00:00Z,
http://www.wikidata.org/entity/Q45618,Q45618,"διπλωματία, πολιτική, διεθνείς σχέσεις",Q1632205,1671-03-20T00:00:00Z,1719-07-25T00:00:00Z,
http://www.wikidata.org/entity/Q46762,Κλαύδιος Γοτθικός,πολιτική,Σρέμσκα Μιτρόβιτσα,0214-01-01T00:00:00Z,0270-01-01T00:00:00Z,Ρωμαίος αυτοκράτορας
http://www.wikidata.org/entity/Q46762,Κλαύδιος Γοτθικός,πολιτική,Σρέμσκα Μιτρόβιτσα,0214-05-10T00:00:00Z,0270-01-01T00:00:00Z,Ρωμαίος αυτοκράτορας
http://www.wikidata.org/entity/Q47197,Q47197,"πεζός λόγος, πολιτική, εικαστικές τέχνες, επική λογοτεχνία",Μπελούσια Γκούμπα,1886-02-28T00:00:00Z,1960-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q47216,Κοντολίζα Ράις,"διπλωματία, πολιτική, πολιτική επιστήμη",Μπέρμιγχαμ (Αλαμπάμα),1954-11-14T00:00:00Z,,Αμερικανίδα πολιτικός και υπουργός εξωτερικών
http://www.wikidata.org/entity/Q47547,Αντόνιο Ντι Πιέτρο,πολιτική,Μοντενέρο ντι Μπισάτσα,1950-10-02T00:00:00Z,,"Ιταλός πολιτικός, δικηγόρος και δικαστής"
http://www.wikidata.org/entity/Q47563,Ματέο Ρέντσι,πολιτική,Φλωρεντία,1975-01-11T00:00:00Z,,Ιταλός πολιτικός
http://www.wikidata.org/entity/Q47667,Q47667,φιλοσοφία,Σαγκάη,1891-12-17T00:00:00Z,1962-02-24T00:00:00Z,
http://www.wikidata.org/entity/Q47677,Q47677,"κομμουνισμός, πολιτική, Μαρξισμός-Λενινισμός",Q1374978,1904-07-29T00:00:00Z,1989-09-20T00:00:00Z,
http://www.wikidata.org/entity/Q48231,Ιντί Αμίν,πολιτική,Καμπάλα,1925-01-01T00:00:00Z,2003-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q48231,Ιντί Αμίν,πολιτική,Κομπόκο,1925-01-01T00:00:00Z,2003-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q48231,Ιντί Αμίν,πολιτική,Καμπάλα,1928-05-30T00:00:00Z,2003-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q48231,Ιντί Αμίν,πολιτική,Κομπόκο,1928-05-30T00:00:00Z,2003-08-16T00:00:00Z,
http://www.wikidata.org/entity/Q48259,Ντικ Τσένεϊ,πολιτική,Λίνκολν,1941-01-30T00:00:00Z,,46ος Αντιπρόεδρος των Ηνωμένων Πολιτειών (2001-2009)
http://www.wikidata.org/entity/Q48547,Κόζιμο Α΄ των Μεδίκων,"τέχνη, πολιτική, κυβέρνηση, αλχημεία",Φλωρεντία,1519-06-22T00:00:00Z,1574-05-01T00:00:00Z,Πρώτος μεγάλος δούκας της Τοσκάνης
http://www.wikidata.org/entity/Q49216,Γουόλτερ Μοντέιλ,"διπλωματία, πολιτική",Q2231880,1928-01-05T00:00:00Z,2021-04-19T00:00:00Z,42ος Αντιπρόεδρος των Ηνωμένων Πολιτειών (1977-1981)
http://www.wikidata.org/entity/Q49328,Πέερ Στάινμπρουκ,"πολιτική, κοινωνικές επιστήμες",Αμβούργο,1947-01-10T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q49355,Q49355,χημεία,Ντόρτσεστερ,1893-03-26T00:00:00Z,1978-02-11T00:00:00Z,
http://www.wikidata.org/entity/Q49606,Γιούρι Βλάσοφ,"πολιτική, άρση βαρών",Μακίιβκα,1935-12-05T00:00:00Z,2021-02-13T00:00:00Z,Ρώσος πρώην αθλητής άρσης βαρών και νυν πολιτικός
http://www.wikidata.org/entity/Q57445,Γκύντερ Σαμπόφσκι,"πολιτική, δημοσιογραφία",Άνκλαμ,1929-01-04T00:00:00Z,2015-11-01T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q57513,Q57513,πολιτική,Λούντβιγκσμπουργκ,1867-11-22T00:00:00Z,1939-05-03T00:00:00Z,
http://www.wikidata.org/entity/Q57555,Σαμπάχ αλ-Άχμαντ αλ-Τζαμπρ αλ-Σαμπάχ,"διπλωματία, κυβέρνηση",Κουβέιτ,1929-06-16T00:00:00Z,2020-09-29T00:00:00Z,
http://www.wikidata.org/entity/Q57595,Γκόρντον Μπάιναϊ,"πολιτική, κυβέρνηση, οικονομικά, επιχείρηση",Σέγκεντ,1968-03-05T00:00:00Z,,Ούγγρος Πολιτικός
http://www.wikidata.org/entity/Q57601,Q57601,"πολιτική, ναζισμός, δίκαιο",Τσέλε,1893-10-30T00:00:00Z,1945-02-03T00:00:00Z,
http://www.wikidata.org/entity/Q57641,Βίκτορ Όρμπαν,"πολιτική, δίκαιο",Σέκεσφεχερβαρ,1963-05-31T00:00:00Z,,
http://www.wikidata.org/entity/Q57655,Μοχάμεντ μπιν Ρασίντ αλ Μακτούμ,πολιτική,Ντουμπάι,1949-07-15T00:00:00Z,,
http://www.wikidata.org/entity/Q57665,Γενς Στόλτενμπεργκ,"πολιτική, οικονομικά",Όσλο,1959-03-16T00:00:00Z,,Γενικός γραμματέας του ΝΑΤΟ
http://www.wikidata.org/entity/Q57687,Ζόραν Μιλάνοβιτς,πολιτική,Ζάγκρεμπ,1966-10-30T00:00:00Z,,
http://www.wikidata.org/entity/Q57703,Βίκτορ Λούτσε,"πολιτική, ναζισμός",Μπέβεργκερν,1890-12-28T00:00:00Z,1943-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q57737,Χιούστον Στιούαρτ Τσάμπερλεν,"φιλοσοφία, αντισημιτισμός, πολιτική επιστήμη",Q541348,1855-09-09T00:00:00Z,1927-01-09T00:00:00Z,
http://www.wikidata.org/entity/Q57766,Νίκολα Γκρούεβσκι,"πολιτική, οικονομικά",Σκόπια,1970-08-31T00:00:00Z,,
http://www.wikidata.org/entity/Q57783,Τζον Κέι,πολιτική,Όκλαντ,1961-08-09T00:00:00Z,,
http://www.wikidata.org/entity/Q57798,Εδουάρδος Α΄ της Αγγλίας,"πολιτική, δίκαιο",Ουέστμινστερ,1239-06-24T00:00:00Z,1307-07-15T00:00:00Z,
http://www.wikidata.org/entity/Q57888,Νοροβίν Αλτανχουγιάγκ,"πολιτική, διδασκαλία",Ουλανγκόμ,1958-01-20T00:00:00Z,,
http://www.wikidata.org/entity/Q57896,Χορστ Ζίντερμαν,πολιτική,Δρέσδη,1915-09-05T00:00:00Z,1990-04-20T00:00:00Z,
http://www.wikidata.org/entity/Q57928,Q57928,"πολιτική, παιδαγωγική, θεολογία",Q255416,1955-06-10T00:00:00Z,,
http://www.wikidata.org/entity/Q57952,Μάνφρεντ Ρόμμελ,"πολιτική, δημοσιογραφία γνώμης",Στουτγκάρδη,1928-12-24T00:00:00Z,2013-10-07T00:00:00Z,
http://www.wikidata.org/entity/Q57952,Μάνφρεντ Ρόμμελ,"πολιτική, δημοσιογραφία γνώμης",Στουτγκάρδη,1928-12-24T00:00:00Z,2013-11-07T00:00:00Z,
http://www.wikidata.org/entity/Q57989,Κάρολος Α΄ Λουδοβίκος του Παλατινάτου,"πολιτική, Διακυβέρνηση",Χαϊδελβέργη,1617-12-22T00:00:00Z,1680-08-28T00:00:00Z,Γερμανός ευγενής
http://www.wikidata.org/entity/Q58095,Q58095,"πολιτική, δίκαιο, οικονομικά",Μαδρίτη,1944-08-13T00:00:00Z,,
http://www.wikidata.org/entity/Q58121,Q58121,"πολιτική, πολιτική επιστήμη, εξωτερική πολιτική",Ελσίνκι,1946-07-01T00:00:00Z,,
http://www.wikidata.org/entity/Q58158,Q58158,"διπλωματία, πολιτική",Παρίσι,1970-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q58158,Q58158,"διπλωματία, πολιτική",Παρίσι,1970-04-08T00:00:00Z,,
http://www.wikidata.org/entity/Q58191,Q58191,"πολιτική, πολιτική επιστήμη",Ζάγκρεμπ,1953-03-25T00:00:00Z,,
http://www.wikidata.org/entity/Q58195,Κάρελ Σβάρτζενμπεργκ,πολιτική,Πράγα,1937-12-10T00:00:00Z,2023-11-12T00:00:00Z,Τσέχος πολιτικός
http://www.wikidata.org/entity/Q58217,Σεργκέι Λαβρόφ,"διπλωματία, πολιτική",Μόσχα,1950-03-21T00:00:00Z,,
http://www.wikidata.org/entity/Q73213,Q73213,"Διοικητικό Δίκαιο, δημόσιο δίκαιο, Διεθνές Δίκαιο",Βερολίνο,1941-10-08T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q74639,Q74639,"δίκαιο, Ρωμαϊκό Δίκαιο, Εκκλησιαστικό Δίκαιο",Βίσμαρ,1823-09-24T00:00:00Z,1900-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q74745,Q74745,δίκαιο,Μύνστερ,1875-01-06T00:00:00Z,1935-08-25T00:00:00Z,
http://www.wikidata.org/entity/Q74953,Q74953,φεμινισμός,Αφγανιστάν,1957-01-01T00:00:00Z,2009-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q75185,Q75185,"ψυχιατρική, ιατρική, νευρολογία",Q696164,1889-05-29T00:00:00Z,1945-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q75371,Q75371,"ιστορικός, στατιστικολόγος",Αμβούργο,1809-03-15T00:00:00Z,1855-10-05T00:00:00Z,
http://www.wikidata.org/entity/Q75523,Q75523,ηλεκτρολογία μηχανική,Βερολίνο,1849-04-18T00:00:00Z,1913-04-06T00:00:00Z,
http://www.wikidata.org/entity/Q76237,Q76237,"στατιστική, δημοσιογραφία γνώμης, εκδόσεις, πολιτική δραστηριότητα",Σπάιερ,1800-09-14T00:00:00Z,1884-05-15T00:00:00Z,
http://www.wikidata.org/entity/Q76575,Q76575,Στρατιωτική ιστορία,Μπέργκεν άουφ Ρύγκεν,1848-11-11T00:00:00Z,1929-07-14T00:00:00Z,
http://www.wikidata.org/entity/Q88267,Q88267,πολιτική,Όφενμπουργκ,1940-11-12T00:00:00Z,,
http://www.wikidata.org/entity/Q88365,Q88365,πολιτική,Q10929,1817-05-31T00:00:00Z,1893-11-30T00:00:00Z,
http://www.wikidata.org/entity/Q88621,Q88621,"πολιτική, τραπεζικός κλάδος",Βιέννη,1862-01-01T00:00:00Z,1953-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q89151,Q89151,"πολιτική, δημοσιογραφία, δημοσιογραφία γνώμης",Λειψία,1896-11-16T00:00:00Z,1967-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q89256,Q89256,"πολιτική, οικονομικά",Μπατ Χάρτσμπουργκ,1880-09-25T00:00:00Z,1963-05-15T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q89411,Q89411,"πολιτική, δημοσιογραφία",Q720107,1892-06-16T00:00:00Z,1963-01-24T00:00:00Z,
http://www.wikidata.org/entity/Q89439,Q89439,"πολιτική, οικονομικά, δημοσιογραφία γνώμης, αναδασμός της γης",Βερολίνο,1865-11-24T00:00:00Z,1935-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q89579,Q89579,πολιτική,Βιέννη,1722-12-15T00:00:00Z,1782-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q89689,Q89689,πολιτική,Βρότσλαβ,1864-07-25T00:00:00Z,1943-07-10T00:00:00Z,
http://www.wikidata.org/entity/Q90275,Q90275,"πολιτική, πολιτική επιστήμη",Άαλεν,1949-02-28T00:00:00Z,,
http://www.wikidata.org/entity/Q90455,Q90455,"πολιτική, πολιτική επιστήμη",Αννόβερο,1955-03-06T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q90837,Q90837,"πολιτική, δημοσιογραφία",Δρέσδη,1921-09-29T00:00:00Z,2002-10-06T00:00:00Z,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q90896,Q90896,"πολιτική, εργασία, Καθολική θεολογία",Κολωνία,1868-01-03T00:00:00Z,1939-10-19T00:00:00Z,
http://www.wikidata.org/entity/Q91307,Q91307,"πολιτική, μοριακή βιολογία, ιατρική",Γκέτινγκεν,1939-03-26T00:00:00Z,,
http://www.wikidata.org/entity/Q91327,Q91327,"πολιτική, στρατιωτική πολιτική",Τριρ,1907-05-08T00:00:00Z,1993-06-05T00:00:00Z,
http://www.wikidata.org/entity/Q123283,Q123283,ιατρός,Q65288,1907-09-29T00:00:00Z,1977-05-04T00:00:00Z,
http://www.wikidata.org/entity/Q123307,Q123307,"ανθρώπινα δικαιώματα, οργανωμένο έγκλημα",Q69995,1945-01-07T00:00:00Z,2023-12-28T00:00:00Z,
http://www.wikidata.org/entity/Q124208,Q124208,"πολιτική, Ρωμαϊκό Δίκαιο, Αστικό Δίκαιο",Ζυρίχη,1799-10-17T00:00:00Z,1860-09-11T00:00:00Z,
http://www.wikidata.org/entity/Q124465,Q124465,ιατρική,Q67193,1806-06-25T00:00:00Z,1877-01-21T00:00:00Z,
http://www.wikidata.org/entity/Q124523,Q124523,"δίκαιο, οικονομικά, στατιστική, πολιτική επιστήμη, Πολιτική οικονομία, εθνική οικονομία",Βρότσλαβ,1765-07-19T00:00:00Z,1847-11-12T00:00:00Z,
http://www.wikidata.org/entity/Q124520,Q124520,"δίκαιο, Συνταγματικό Δίκαιο",Q377277,1804-10-18T00:00:00Z,1891-12-22T00:00:00Z,
http://www.wikidata.org/entity/Q124622,Q124622,"πολιτική, πολιτική ιστορία",Φραγκφούρτη,1974-08-22T00:00:00Z,,Γερμανός πολιτικός
http://www.wikidata.org/entity/Q124875,Q124875,πολιτική,Βερολίνο,1908-02-13T00:00:00Z,2002-06-21T00:00:00Z,
http://www.wikidata.org/entity/Q125132,Q125132,"δημοσιογραφία, δημοσιογραφία γνώμης, περιφερειακή πολιτική",Q67499,1904-08-29T00:00:00Z,1989-03-21T00:00:00Z,
http://www.wikidata.org/entity/Q125230,Q125230,"δίκαιο, Αστικό Δίκαιο",Βασιλεία,1834-09-30T00:00:00Z,1921-11-02T00:00:00Z,
http://www.wikidata.org/entity/Q125476,Q125476,"οικονομικά, τοπική οικονομία",Q70141,1944-11-14T00:00:00Z,,
http://www.wikidata.org/entity/Q125649,Γουλιέλμος Γ΄ της Ολλανδίας,πολιτική,Q910603,1817-02-19T00:00:00Z,1890-11-23T00:00:00Z,
http://www.wikidata.org/entity/Q126394,Q126394,πολιτική επιστήμη,Φράιμπουργκ,1879-08-21T00:00:00Z,1944-04-12T00:00:00Z,
http://www.wikidata.org/entity/Q126814,Q126814,"πολιτική, δημοσιογραφία",Q534613,1820-04-07T00:00:00Z,1897-07-21T00:00:00Z,
http://www.wikidata.org/entity/Q127190,Q127190,πολιτική,Σάαρμπεκ,1967-07-29T00:00:00Z,,
http://www.wikidata.org/entity/Q128126,Κλοντ Λεβί-Στρος,"Πολιτισμική Ανθρωπολογία, Δομισμός",Βρυξέλλες,1908-11-28T00:00:00Z,2009-10-30T00:00:00Z,Γάλλος ανθρωπολόγος
http://www.wikidata.org/entity/Q128563,Q128563,πολιτική,Μπαι-Κομώ,1939-03-20T00:00:00Z,2024-02-29T00:00:00Z,
http://www.wikidata.org/entity/Q128956,Χάρολντ Ουίλσον,πολιτική,Χάντερσφιλντ,1916-03-11T00:00:00Z,1995-05-24T00:00:00Z,"πρώην Πρωθυπουργός του Ηνωμένου Βασιλείου (1964–1970, 1974–1976)"
http://www.wikidata.org/entity/Q129987,Γουλιέλμος Γ΄ της Αγγλίας,"πολιτική, Διακυβέρνηση",Q863935,1650-11-14T00:00:00Z,1702-03-19T00:00:00Z,"πρίγκιπας της Οράγγης, βασιλιάς της Αγγλίας, Σκωτίας και Ιρλανδίας"
