musician,musicianLabel,fields,placeOfBirthLabel,dateOfBirth,dateOfDeath,description
http://www.wikidata.org/entity/Q85958,Q85958,μουσική,Q698591,1804-03-30T00:00:00Z,1890-01-17T00:00:00Z,
http://www.wikidata.org/entity/Q86229,Μίλκα Χάρτμαν,"ποίηση, μουσική",Λόιμπαχ,1902-02-11T00:00:00Z,1997-06-09T00:00:00Z,Σλοβένα ποιήτρια
http://www.wikidata.org/entity/Q86777,Q86777,"μουσική, άσμα, σύνθεση, στίχος",Q782147,1941-09-19T00:00:00Z,2023-09-22T00:00:00Z,
http://www.wikidata.org/entity/Q87612,Q87612,μουσική,Q762492,1907-01-25T00:00:00Z,1992-10-03T00:00:00Z,
http://www.wikidata.org/entity/Q89000,Q89000,"μουσική, άσμα, υποκριτική",Σάλτσμπουργκ,1960-09-10T00:00:00Z,,
http://www.wikidata.org/entity/Q89496,Q89496,"μουσική, άσμα, Μεταγλώττιση, υποκριτική",Βάουμπζιχ,1943-10-27T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q90362,Q90362,"μουσική, διεύθυνση ορχήστρας",Q659918,1974-09-08T00:00:00Z,,
http://www.wikidata.org/entity/Q90502,Q90502,μουσική,Γκρατς,1928-11-27T00:00:00Z,1991-02-09T00:00:00Z,
http://www.wikidata.org/entity/Q90878,Q90878,"μουσική, λογοτεχνία, θέατρο",Άγκυρα,1955-06-12T00:00:00Z,,
http://www.wikidata.org/entity/Q90941,Q90941,"μουσική, διεύθυνση ορχήστρας",Χάμελιν,1973-09-28T00:00:00Z,,
http://www.wikidata.org/entity/Q92511,Q92511,"μουσική, άσμα, Καμπαρέ, υποκριτική",Q520369,1949-07-19T00:00:00Z,,
http://www.wikidata.org/entity/Q93444,Q93444,"μουσική, λογοτεχνία, δημοσιογραφία",Βιέννη,1888-01-24T00:00:00Z,1960-08-29T00:00:00Z,
http://www.wikidata.org/entity/Q93692,Q93692,ποίηση,Παρίσι,1648-10-03T00:00:00Z,1711-09-03T00:00:00Z,
http://www.wikidata.org/entity/Q94123,Τζακ Λέμον,"μουσική, υποκριτική",Νιούτον,1925-02-08T00:00:00Z,2001-06-27T00:00:00Z,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q94882,Εμίρ Κουστουρίτσα,"μουσική, ταινία",Σαράγιεβο,1954-11-24T00:00:00Z,,
http://www.wikidata.org/entity/Q101314,Q101314,"ιστορία, τζαζ, Μεσαίωνας",Πίουα,1939-06-06T00:00:00Z,,
http://www.wikidata.org/entity/Q106542,Q106542,"ιστορία, μουσική, εθνογραφία",Q93232,1858-05-22T00:00:00Z,1926-04-21T00:00:00Z,
http://www.wikidata.org/entity/Q557,Πάττι Σμιθ,"ποίηση, ροκ, άσμα, τέχνες του θεάματος, σύνθεση, στίχος",Ηνωμένες Πολιτείες Αμερικής,1946-12-30T00:00:00Z,,
http://www.wikidata.org/entity/Q557,Πάττι Σμιθ,"ποίηση, ροκ, άσμα, τέχνες του θεάματος, σύνθεση, στίχος",Σικάγο,1946-12-30T00:00:00Z,,
http://www.wikidata.org/entity/Q1276,Λέοναρντ Κόεν,"ποίηση, μουσική",Μόντρεαλ,1934-09-21T00:00:00Z,2016-11-07T00:00:00Z,"Καναδός ποιητής, τραγουδιστής και τραγουδοποιός"
http://www.wikidata.org/entity/Q4270,Q4270,"μουσική, ταινία, άσμα, υποκριτική",Πόγουεϊ,1975-12-13T00:00:00Z,,
http://www.wikidata.org/entity/Q4349,Τζίμι Μπένετ,μουσική,Q593039,1996-02-09T00:00:00Z,,Αμερικανός ηθοποιός και μουσικός
http://www.wikidata.org/entity/Q5383,Ντέιβιντ Μπόουι,"μουσική, εικαστικές τέχνες, υποκριτική",Μπρίξτον,1947-01-08T00:00:00Z,2016-01-10T00:00:00Z,"Βρετανός μουσικός, ηθοποιός και παραγωγός μουσικής"
http://www.wikidata.org/entity/Q7314,Ίγκορ Στραβίνσκι,μουσική,Λομονόσοφ,1882-06-17T00:00:00Z,1971-04-06T00:00:00Z,Ρώσος συνθέτης
http://www.wikidata.org/entity/Q7345,Νταν Μπράουν,"μουσική, πεζός λόγος, θρίλερ",Q990504,1964-06-22T00:00:00Z,,
http://www.wikidata.org/entity/Q7833,Μπορίς Βιάν,"μουσική, πεζός λόγος, μετάφραση, δημοσιογραφία, ζωγραφική, δράμα, τέχνες του θεάματος, λογοτεχνική ανάλυση, υποκριτική",Βιλ-ντ'Αβραί,1920-03-10T00:00:00Z,1959-06-23T00:00:00Z,
http://www.wikidata.org/entity/Q10681,Q10681,μουσική,Ριόν,1944-01-06T00:00:00Z,,
http://www.wikidata.org/entity/Q11362,Αβεμπάτσε,"αστρονομία, φυσική, βοτανική, ποίηση, μουσική, φιλοσοφία, πολιτική, ιατρική",Σαραγόσα,1080-01-01T00:00:00Z,1139-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q11362,Αβεμπάτσε,"αστρονομία, πολιτική, φυσική, ιατρική, βοτανική, ποίηση, μουσική, φιλοσοφία",Q11947752,1080-01-01T00:00:00Z,1139-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q14277,Ουίλιαμ Χέρσελ,"αστρονομία, οπτική",Αννόβερο,1738-11-15T00:00:00Z,1822-08-25T00:00:00Z,γερμανικής καταγωγής Βρετανός αστρονόμος και μουσικός
http://www.wikidata.org/entity/Q14537,Μπιλ Χέιντερ,"σάτιρα, υποκριτική",Τάλσα,1978-06-07T00:00:00Z,,
http://www.wikidata.org/entity/Q15902,Έιμι ΜακΝτόναλντ,σύνθεση,Q866347,1987-08-25T00:00:00Z,,Σκωτσέζα τραγουδιστής και τραγουδοποιός
http://www.wikidata.org/entity/Q16345,Λέοναρντ Νίμοϊ,"φωτογραφία, ταινία, παραγωγή ταινιών, υποκριτική",Q2564220,1931-03-26T00:00:00Z,2015-02-27T00:00:00Z,Αμερικανός ηθοποιός και σκηνοθέτης
http://www.wikidata.org/entity/Q18918,Σαμ Γουίτγουερ,"μουσική, Μεταγλώττιση",Γκλένβιου,1977-01-01T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q18918,Σαμ Γουίτγουερ,"μουσική, Μεταγλώττιση",Γκλένβιου,1977-10-20T00:00:00Z,,Αμερικανός ηθοποιός
http://www.wikidata.org/entity/Q23527,Τιμ Μίντσιν,"μουσική, υποκριτική",Νορθάμπτον,1975-10-07T00:00:00Z,,
http://www.wikidata.org/entity/Q25820,Τόμας Γιανγκ Ντέιβις,"φυσική, γλωσσολογία, μηχανική, επιστήμη υλικών",Q2079183,1773-06-13T00:00:00Z,1829-05-10T00:00:00Z,
http://www.wikidata.org/entity/Q31959,Q31959,"μουσική, τζαζ",Φιλαδέλφεια,1944-08-25T00:00:00Z,2021-11-01T00:00:00Z,
http://www.wikidata.org/entity/Q254,Βόλφγκανγκ Αμαντέους Μότσαρτ,"μουσική, όπερα, κλασική μουσική, συμφωνία, κοντσέρτο, μουσική δωματίου, Κουιντέτο εγχόρδων, θρησκευτική μουσική, πιανιστική ερμηνεία, συμφωνική μουσική, σύνθεση για κουαρτέτο εγχόρδων",Σάλτσμπουργκ,1756-01-27T00:00:00Z,1791-12-05T00:00:00Z,Αυστριακός συνθέτης της κλασικής περιόδου
http://www.wikidata.org/entity/Q34086,Τζάστιν Μπίμπερ,μουσική,Λόντον,1994-03-01T00:00:00Z,,Καναδός τραγουδιστής
http://www.wikidata.org/entity/Q35900,Ομάρ Καγιάμ,"αστρονομία, μαθηματικά, ποίηση",Νισαπούρ,1048-05-24T00:00:00Z,1131-12-11T00:00:00Z,
http://www.wikidata.org/entity/Q36020,Q36020,"ποίηση, πολιτική",Μέισαν,1037-01-14T00:00:00Z,1101-08-31T00:00:00Z,
http://www.wikidata.org/entity/Q39986,Q39986,"μουσική, υποκριτική",Τζόλιετ,1980-11-29T00:00:00Z,,Αμερικανίδα ηθοποιός
http://www.wikidata.org/entity/Q42180,Ισραήλ Καμακαγουιγουόλε,"μουσική, άσμα, ουκουλέλε",Χονολουλού,1959-05-20T00:00:00Z,1997-06-26T00:00:00Z,
http://www.wikidata.org/entity/Q42455,Μπιορκ,ποίηση,Ρέυκιαβικ,1965-11-21T00:00:00Z,,Ισλανδή τραγουδίστρια και τραγουδοποιός
http://www.wikidata.org/entity/Q43770,Q43770,"αυτοβιογραφία, υποκριτική",Βίνερ Νόιστατ,1930-11-17T00:00:00Z,2022-12-04T00:00:00Z,
http://www.wikidata.org/entity/Q44841,Q44841,μουσική,Τζάκσονβιλ,1977-09-02T00:00:00Z,,
http://www.wikidata.org/entity/Q45375,Q45375,"μουσική, ροκ",Γλασκώβη,1935-02-05T00:00:00Z,1982-02-04T00:00:00Z,
http://www.wikidata.org/entity/Q45392,Q45392,"ποίηση, μουσική, πολιτική, εικαστικές τέχνες, πιανιστική ερμηνεία",Βιέννη,1930-02-12T00:00:00Z,,
http://www.wikidata.org/entity/Q46187,Q46187,"μουσική, λογοτεχνία, δημοσιογραφία γνώμης",Σλονίμ,1880-07-20T00:00:00Z,1944-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q49881,Q49881,μουσική,Q996502,1965-03-23T00:00:00Z,,
http://www.wikidata.org/entity/Q60659,Q60659,μιούζικαλ,Μύνστερ,1963-07-04T00:00:00Z,,
http://www.wikidata.org/entity/Q61730,Μίλε Πετρόζα,μουσική,Έσσεν,1966-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q86105,Q86105,"άσμα, ποπ μουσική, υποκριτική, δημοφιλής μουσική",Ντέρμπαν,1946-01-14T00:00:00Z,,
http://www.wikidata.org/entity/Q87938,Q87938,μουσικολογία,Μόναχο,1901-10-22T00:00:00Z,1984-04-19T00:00:00Z,
http://www.wikidata.org/entity/Q92365,Q92365,"όπερα, άσμα, υψίφωνος",Μάνχαϊμ,1951-02-24T00:00:00Z,2023-06-19T00:00:00Z,
http://www.wikidata.org/entity/Q92639,Χρίστος Παπαδημητρίου,Επιστήμη υπολογιστών,Αθήνα,1949-08-16T00:00:00Z,,Έλληνας θεωρητικός επιστήμονας των Ηλεκτρονικών Υπολογιστών
http://www.wikidata.org/entity/Q93412,Q93412,τζαζ,Λος Άντζελες,1990-10-25T00:00:00Z,2012-11-21T00:00:00Z,
http://www.wikidata.org/entity/Q93624,Q93624,αυτοβιογραφικό μυθιστόρημα,Βιέννη,1905-01-26T00:00:00Z,1987-03-28T00:00:00Z,
http://www.wikidata.org/entity/Q96701,Q96701,θέατρο,Βρέμη,1975-01-27T00:00:00Z,,
http://www.wikidata.org/entity/Q99924,Q99924,"μουσική, εικαστικές τέχνες, Μοντέρνα τέχνη",Κολωνία,1958-04-19T00:00:00Z,,
http://www.wikidata.org/entity/Q100759,Q100759,"μουσική, πιανιστική ερμηνεία",Νίζνι Νόβγκοροντ,1987-03-10T00:00:00Z,,
http://www.wikidata.org/entity/Q100890,Q100890,μουσική,Q1018393,1940-04-27T00:00:00Z,2009-04-09T00:00:00Z,
http://www.wikidata.org/entity/Q101969,Q101969,"μουσική, άσμα, υποκριτική",Βρέμη,1932-03-29T00:00:00Z,2019-12-13T00:00:00Z,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q102924,Q102924,"μουσική, μπαλέτο, κινηματογραφική μουσική",Μπαντ Γκάντερσχαϊμ,1979-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q103767,Τσάρλι Πάρκερ,τζαζ,Κάνσας Σίτι (Κάνσας),1920-08-29T00:00:00Z,1955-03-12T00:00:00Z,Αμερικανός μουσικός της τζαζ
http://www.wikidata.org/entity/Q105802,Q105802,"μουσική, σύνθεση, μουσικολογία, διεύθυνση ορχήστρας",Αμβούργο,1948-11-24T00:00:00Z,,
http://www.wikidata.org/entity/Q106099,Ζαν Μορό,"ταινία, θέατρο",10ο δημοτικό διαμέρισμα του Παρισιού,1928-01-23T00:00:00Z,2017-07-31T00:00:00Z,Γαλλίδα ηθοποιός (1928-2017)
http://www.wikidata.org/entity/Q106393,Q106393,"μουσική, θέατρο, Καμπαρέ",Μόναχο,1892-12-12T00:00:00Z,1960-07-27T00:00:00Z,
http://www.wikidata.org/entity/Q107199,Q107199,"όπερα, άσμα",Οσναμπρύκ,1963-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q107199,Q107199,"όπερα, άσμα",Οσναμπρύκ,1963-04-27T00:00:00Z,,
http://www.wikidata.org/entity/Q108283,Άλαν Άρκιν,"μουσική, υποκριτική",Μπρούκλιν,1934-03-26T00:00:00Z,2023-06-29T00:00:00Z,"Αμερικανός ηθοποιός, σκηνοθέτης, μουσικός, τραγουδιστής"
http://www.wikidata.org/entity/Q108374,Ιωσήφ Φερδινάνδος Μαρία του Ζάλερν,"μουσική, θέατρο, Στρατιωτική υπηρεσία, μουσική δωματίου, πυροβολικό",Q252437,1718-09-24T00:00:00Z,1805-12-07T00:00:00Z,Γερμανός ευγενής και στρατηγός
http://www.wikidata.org/entity/Q109569,Q109569,"μουσική, διεύθυνση ορχήστρας, Εκκλησιαστική μουσική",Γκόσλαρ,1941-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q109629,Q109629,"μουσική, υποκριτική",Φράιμπεργκ,1955-01-01T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q109654,Q109654,"μουσική, άσμα",Βάιλχαϊμ,1967-01-01T00:00:00Z,,
http://www.wikidata.org/entity/Q109654,Q109654,"μουσική, άσμα",Βάιλχαϊμ,1967-06-24T00:00:00Z,,
http://www.wikidata.org/entity/Q272579,Γκλίνις Τζονς,"τηλεόραση, μουσική, μιούζικαλ, ταινία, χορός, θέατρο, άσμα, υποκριτική",Πρετόρια,1923-10-05T00:00:00Z,2024-01-04T00:00:00Z,Βρετανίδα ηθοποιός
http://www.wikidata.org/entity/Q375827,Q375827,"ροκ, κάντρι μουσική",Μέμφις,1953-05-08T00:00:00Z,,
http://www.wikidata.org/entity/Q375882,Q375882,μουσική,Σικάγο,1968-09-17T00:00:00Z,,
http://www.wikidata.org/entity/Q378878,Q378878,"πεζός λόγος, δημοσιογραφία, δράμα, Φιλανθρωπία",Τρέντον,1958-05-23T00:00:00Z,,
http://www.wikidata.org/entity/Q378878,Q378878,"πεζός λόγος, δημοσιογραφία, δράμα, Φιλανθρωπία",Q170433,1958-05-23T00:00:00Z,,
http://www.wikidata.org/entity/Q379684,Q379684,"ποίηση, λογοτεχνία",Q984861,1943-03-23T00:00:00Z,2001-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q380407,Q380407,"αθλητισμός, μουσική, Σκι, υποκριτική, παρουσιαστής",Αγία Πετρούπολη,1962-04-30T00:00:00Z,,
http://www.wikidata.org/entity/Q440011,Q440011,"μουσικό έργο/σύνθεση, διεύθυνση ορχήστρας, σύνθεση",Βουοτσουάβεκ,1926-07-14T00:00:00Z,2020-09-15T00:00:00Z,
http://www.wikidata.org/entity/Q440687,Q440687,μουσική,Q2276157,1938-03-23T00:00:00Z,2015-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q440687,Q440687,μουσική,Q2276157,1938-03-24T00:00:00Z,2015-01-30T00:00:00Z,
http://www.wikidata.org/entity/Q440687,Q440687,μουσική,Q2276157,1938-03-23T00:00:00Z,2015-01-31T00:00:00Z,
http://www.wikidata.org/entity/Q440687,Q440687,μουσική,Q2276157,1938-03-24T00:00:00Z,2015-01-31T00:00:00Z,
http://www.wikidata.org/entity/Q441167,Αλέξιος-Θεόφιλος Βαντερμόντ,"άλγεβρα, χημεία, συνδυαστική",Παρίσι,1735-02-28T00:00:00Z,1796-01-01T00:00:00Z,"Γάλλος μαθηματικός, μουσικός και χημικός"
http://www.wikidata.org/entity/Q442830,Ιβάν Ούργκαντ,τηλεόραση,Αγία Πετρούπολη,1978-04-16T00:00:00Z,,
http://www.wikidata.org/entity/Q739915,Φραν Χίλι,"άσμα, μουσική",Στάφορντ,1973-07-23T00:00:00Z,,
http://www.wikidata.org/entity/Q741709,Μόνι Οβαντία,"μουσική, υποκριτική, θέατρο, άσμα",Φιλιππούπολη,1946-04-16T00:00:00Z,,
http://www.wikidata.org/entity/Q392,Μπομπ Ντίλαν,"μπλουζ, τζαζ, ροκ, παραδοσιακή μουσική, άσμα, ποπ μουσική, κάντρι μουσική, Γκόσπελ",Ντουλούθ,1941-05-24T00:00:00Z,,Αμερικάνος τραγουδιστής
http://www.wikidata.org/entity/Q1268,Φρεντερίκ Σοπέν,"κλασική μουσική, βαλς, νυκτωδία, μπαλάντα, μαζούρκα, ρομαντική μουσική, σπουδή, Πρελούδιο, πολωνέζα, έντεχνη μουσική",Ζελαζόβα Βόλα,1810-03-01T00:00:00Z,1849-10-17T00:00:00Z,Πολωνός συνθέτης και πιανίστας
http://www.wikidata.org/entity/Q2808,Έλτον Τζον,"ροκ, ποπ μουσική, δημοφιλής μουσική, ποπ ροκ, πιανιστική ερμηνεία",Q2453742,1947-03-25T00:00:00Z,,Άγγλος τραγουδιστής και πιανίστας
http://www.wikidata.org/entity/Q6711,Άλλεν Γκίνσμπεργκ,λογοτεχνία,Νιούαρκ,1926-06-03T00:00:00Z,1997-04-05T00:00:00Z,αμερικανός ποιητής
http://www.wikidata.org/entity/Q23215,Αντέλ,"τραγούδι, σύνθεση, τραγουδοποιός",Τότεναμ,1988-05-05T00:00:00Z,,Αγγλίδα τραγουδίστρια και τραγουδοποιός
http://www.wikidata.org/entity/Q24064,Q24064,σύνθεση,Q967748,1979-03-07T00:00:00Z,,
http://www.wikidata.org/entity/Q25147,Φράνκο Μπατιάτο,"ζωγραφική, ποπ μουσική, άσμα, σύνθεση, δημοφιλής μουσική",Q3763939,1945-03-23T00:00:00Z,2021-05-18T00:00:00Z,"ιταλός τραγουδιστής, τραγουδοποιός, συνθέτης και σκηνοθέτης"
http://www.wikidata.org/entity/Q26168,Άντον ΛαΒέι,φιλοσοφία,Σικάγο,1930-04-11T00:00:00Z,1997-10-29T00:00:00Z,"Ιδρυτής της Εκκλησίας του Σατανά, συγγραφέας της Σατανικής Βίβλου"
http://www.wikidata.org/entity/Q37175,Τζόνι Ντεπ,"ροκ, υποκριτική, παραγωγή ταινιών",Όουενσμπόρο,1963-06-09T00:00:00Z,,"Αμερικανός ηθοποιός, παραγωγός και μουσικός."
http://www.wikidata.org/entity/Q41594,Κριστίνα Αγκιλέρα,"άσμα, σύνθεση",Στάτεν Άιλαντ,1980-12-18T00:00:00Z,,
http://www.wikidata.org/entity/Q45351,Q45351,θεολογία,Q550231,1940-06-21T00:00:00Z,2024-04-02T00:00:00Z,
http://www.wikidata.org/entity/Q45601,Q45601,"τζαζ, ζωγραφική, εικονογράφηση, πιανιστική ερμηνεία",Βιέννη,1935-06-07T00:00:00Z,2017-03-24T00:00:00Z,
http://www.wikidata.org/entity/Q49034,Χέντι Λαμάρ,"κινηματογράφος, υποκριτική",Βιέννη,1914-11-09T00:00:00Z,2000-01-19T00:00:00Z,"Αυστρο-Εβραία, μετέπειτα πολιτογραφημένη Αμερικανίδα, ηθοποιός και επιστήμονας της τεχνολογίας επικοινωνιών"
http://www.wikidata.org/entity/Q49735,Q49735,"ρέγκε, άσμα, σόουλ, ποπ μουσική, δημοφιλής μουσική",Χιούστον,1940-08-19T00:00:00Z,2020-10-06T00:00:00Z,
http://www.wikidata.org/entity/Q65774,Q65774,"μουσική, υποκριτική",Νόι-Ουλμ,1957-08-18T00:00:00Z,,
http://www.wikidata.org/entity/Q66027,Q66027,"μουσική, υποκριτική",Q3771,1975-11-07T00:00:00Z,,
http://www.wikidata.org/entity/Q66691,Q66691,μουσική,Έσλινγκεν,1965-02-05T00:00:00Z,,
http://www.wikidata.org/entity/Q66771,Γιασμίν Ταμπαταμπάι,"μουσική, άσμα, Μεταγλώττιση, υποκριτική",Τεχεράνη,1967-06-08T00:00:00Z,,
http://www.wikidata.org/entity/Q67950,Q67950,"μουσική, ταινία, θέατρο, άσμα, υποκριτική",Κίελο,1905-01-26T00:00:00Z,1998-10-12T00:00:00Z,
http://www.wikidata.org/entity/Q68863,Q68863,"μουσική, εγκυκλοπαίδεια, βιολοντσέλο, εκκλησιαστικό όργανο",Ζοντερσχάουζεν,1746-09-29T00:00:00Z,1819-01-01T00:00:00Z,
http://www.wikidata.org/entity/Q68863,Q68863,"μουσική, εγκυκλοπαίδεια, βιολοντσέλο, εκκλησιαστικό όργανο",Ζοντερσχάουζεν,1746-09-29T00:00:00Z,1819-06-30T00:00:00Z,
http://www.wikidata.org/entity/Q69440,Γιόχαν Ρούντολφ Άλε,"μουσική, Εκκλησιαστική μουσική, θεωρία της μουσικής",Μιλχάουζεν,1626-01-03T00:00:00Z,1673-07-09T00:00:00Z,
http://www.wikidata.org/entity/Q69653,Q69653,"μουσική, άσμα, υποκριτική",Φρίτσλαρ,1942-01-19T00:00:00Z,,Γερμανός ηθοποιός
http://www.wikidata.org/entity/Q69903,Q69903,μουσική,Φραγκφούρτη,1969-12-31T00:00:00Z,,
http://www.wikidata.org/entity/Q70130,Q70130,μουσική,Μόναχο,1982-08-13T00:00:00Z,,
http://www.wikidata.org/entity/Q70378,Q70378,μουσική,Μέλας Δρυμός,1971-12-11T00:00:00Z,,
http://www.wikidata.org/entity/Q70566,Q70566,"μουσική, μουσική εκπαίδευση, σύνθεση",Αμβούργο,1934-08-01T00:00:00Z,2023-12-29T00:00:00Z,
http://www.wikidata.org/entity/Q70575,Στέφαν Σβάρτσμαν,μουσική,Έρλανγκεν,1965-11-11T00:00:00Z,,
http://www.wikidata.org/entity/Q71423,Q71423,"μουσική, ταινία, θέατρο, υποκριτική",Άϊζεναχ,1899-08-15T00:00:00Z,1989-11-25T00:00:00Z,
http://www.wikidata.org/entity/Q71823,Τζεόρτζε Μπαλάν,"μουσική, Φιλοσοφία της μουσικής, μουσικολογία",Q570213,1929-03-11T00:00:00Z,2022-01-03T00:00:00Z,
http://www.wikidata.org/entity/Q74908,Q74908,μουσική,Q1007947,1968-08-01T00:00:00Z,,
http://www.wikidata.org/entity/Q76191,Q76191,μουσική,Μύνστερ,1965-09-03T00:00:00Z,,
http://www.wikidata.org/entity/Q76249,Q76249,"μουσική, σύνθεση",Αμβούργο,1869-03-16T00:00:00Z,1933-01-16T00:00:00Z,
http://www.wikidata.org/entity/Q77462,Q77462,"μουσική, άσμα, υποκριτική",Βερολίνο,1962-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q77462,Q77462,"μουσική, άσμα, υποκριτική",Σπάνταου,1962-12-14T00:00:00Z,,
http://www.wikidata.org/entity/Q78281,Q78281,μουσική,Q505729,1974-04-16T00:00:00Z,,
http://www.wikidata.org/entity/Q78475,Άλμπαν Μπεργκ,μουσική,Βιέννη,1885-02-09T00:00:00Z,1935-12-24T00:00:00Z,
http://www.wikidata.org/entity/Q78533,Κλάους Μαρία Μπραντάουερ,"μουσική, παιδαγωγική, θέατρο, υποκριτική",Q251065,1943-06-22T00:00:00Z,,
http://www.wikidata.org/entity/Q78592,Q78592,"μουσική, Χριστιανικός μυστικισμός",Σεντίλτζ,1800-07-22T00:00:00Z,1864-08-24T00:00:00Z,
http://www.wikidata.org/entity/Q78623,Q78623,μουσική,Q661329,1753-06-28T00:00:00Z,1812-06-15T00:00:00Z,
http://www.wikidata.org/entity/Q83326,Μπέλα Μπάρτοκ,"μουσική, μουσικολογία, Εθνομουσικολογία, παραδοσιακή μουσική",Σενικολάου Μάρε,1881-03-25T00:00:00Z,1945-09-26T00:00:00Z,Ούγγρος συνθέτης και πιανίστας
http://www.wikidata.org/entity/Q85735,Q85735,μουσική,Μετς,1942-03-17T00:00:00Z,,
http://www.wikidata.org/entity/Q107424,Q107424,σύνθεση,Αομόρι,1955-02-13T00:00:00Z,,
http://www.wikidata.org/entity/Q107424,Q107424,σύνθεση,Τόκυο,1955-02-13T00:00:00Z,,
http://www.wikidata.org/entity/Q155079,Q155079,"μουσική, Ραπ μουσική, σύνθεση",Πόρτσμουθ,1971-07-01T00:00:00Z,,
http://www.wikidata.org/entity/Q155687,Q155687,μουσική,Ανατολικό Βερολίνο,1966-11-16T00:00:00Z,,
http://www.wikidata.org/entity/Q156193,Πιερ Μπουλέζ,μουσική,Μονμπριζόν,1925-03-26T00:00:00Z,2016-01-05T00:00:00Z,"Γάλλος συνθέτης, διευθυντής ορχήστρας και συγγραφέας"
http://www.wikidata.org/entity/Q157293,Q157293,"μουσική, άσμα, σύνθεση",Κουίνς,1947-02-03T00:00:00Z,2024-01-23T00:00:00Z,
http://www.wikidata.org/entity/Q159915,Q159915,μουσική,Ρίγα,1947-02-27T00:00:00Z,,
http://www.wikidata.org/entity/Q160058,Q160058,"μουσική, πιανιστική ερμηνεία",Μιλάνο,1942-01-05T00:00:00Z,2024-03-23T00:00:00Z,
http://www.wikidata.org/entity/Q163593,Q163593,"μουσική, άσμα, κάντρι μουσική, σύνθεση",Γκραντ Φορκς,1947-09-26T00:00:00Z,2015-07-30T00:00:00Z,
http://www.wikidata.org/entity/Q165644,Q165644,μουσική,Τρέπτοου-Κέπενικ,1964-12-09T00:00:00Z,,
http://www.wikidata.org/entity/Q168555,Q168555,"μουσική, άσμα, σύνθεση",Q544939,1966-05-13T00:00:00Z,,
http://www.wikidata.org/entity/Q168633,Q168633,"μουσική, Ραπ μουσική, χιπ χοπ",Βίζμπαντεν,1986-10-26T00:00:00Z,,
http://www.wikidata.org/entity/Q175277,Q175277,"μουσική, τζαζ",Ρέμσαϊντ,1941-03-06T00:00:00Z,2023-06-22T00:00:00Z,
http://www.wikidata.org/entity/Q177926,Q177926,"μουσική, μπαρόκ μουσική",Σεστάο,1933-07-01T00:00:00Z,2023-09-24T00:00:00Z,
http://www.wikidata.org/entity/Q178657,Q178657,μουσική,Q1641811,1758-02-07T00:00:00Z,1826-12-10T00:00:00Z,
http://www.wikidata.org/entity/Q178832,Κάσια Νοσόφσκα,μουσική,Στσέτσιν,1971-08-30T00:00:00Z,,
http://www.wikidata.org/entity/Q178922,Q178922,μουσική,Ουίντσορ,1963-04-06T00:00:00Z,2020-02-17T00:00:00Z,
http://www.wikidata.org/entity/Q180518,Q180518,μουσική,Παλέρμο,1963-05-18T00:00:00Z,,
http://www.wikidata.org/entity/Q181280,Q181280,μουσική,Λας Βέγκας,1976-02-15T00:00:00Z,,
http://www.wikidata.org/entity/Q192668,Νικ Κέιβ,"μουσική, ροκ, παραγωγή ταινιών",Q2288705,1957-09-22T00:00:00Z,,"Αυστραλός μουσικός, στιχουργός, συγγραφέας"
http://www.wikidata.org/entity/Q198136,Q198136,"μουσική, θεωρία της μουσικής",Τσινγιάνγκ,1536-05-29T00:00:00Z,1611-05-19T00:00:00Z,
http://www.wikidata.org/entity/Q271731,Q271731,"ποίηση, μουσική, μετάφραση, όπερα, λογοτεχνία",Πράγα,1878-02-26T00:00:00Z,1930-01-28T00:00:00Z,
http://www.wikidata.org/entity/Q272253,Q272253,"μουσική, άσμα, κάντρι μουσική",Q2159423,1942-07-27T00:00:00Z,,
http://www.wikidata.org/entity/Q275982,Q275982,μουσική,Γουίλκς Μπέαρ,1868-07-19T00:00:00Z,1944-11-26T00:00:00Z,
http://www.wikidata.org/entity/Q277029,Q277029,"μουσική, σύνθεση",Μέχελεν,1521-01-01T00:00:00Z,1603-07-04T00:00:00Z,
http://www.wikidata.org/entity/Q278207,Q278207,"μουσική, χορός, Τέχνη νέων μέσων",Κίτσενερ,1953-05-30T00:00:00Z,,
http://www.wikidata.org/entity/Q279088,Q279088,"μουσική, τζαζ, γλυπτική, ζωγραφική, εικαστικές τέχνες",Δρέσδη,1939-10-05T00:00:00Z,2017-05-02T00:00:00Z,
http://www.wikidata.org/entity/Q281400,Q281400,μουσική,Νέα Υόρκη,1968-06-25T00:00:00Z,,
